KO,gene_description,module,header,genome,present,classification,phylum,class,Completeness,Contamination,size_bp
K00192,"cdhA; anaerobic carbon-monoxide dehydrogenase, CODH/ACS complex subunit alpha [EC:1.2.7.4] [RN:R07157]",amaerobic CO oxidation,CO oxidation,R4500m500m.131,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__MPNO01;f__MPNO01;g__;s__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,91.36,2.07,3787688
K00192,"cdhA; anaerobic carbon-monoxide dehydrogenase, CODH/ACS complex subunit alpha [EC:1.2.7.4] [RN:R07157]",amaerobic CO oxidation,CO oxidation,R4500m500m.132,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Casp-alpha2;g__TMED8;s__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,55.89,0.75,1622620
K00192,"cdhA; anaerobic carbon-monoxide dehydrogenase, CODH/ACS complex subunit alpha [EC:1.2.7.4] [RN:R07157]",amaerobic CO oxidation,CO oxidation,R4500m500m.143,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6522;f__UBA6522;g__;s__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,73.4,3.51,1695705
K00192,"cdhA; anaerobic carbon-monoxide dehydrogenase, CODH/ACS complex subunit alpha [EC:1.2.7.4] [RN:R07157]",amaerobic CO oxidation,CO oxidation,R500m50m.143,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Aliiglaciecola;s__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,89.17,3.62,4071344
K00192,"cdhA; anaerobic carbon-monoxide dehydrogenase, CODH/ACS complex subunit alpha [EC:1.2.7.4] [RN:R07157]",amaerobic CO oxidation,CO oxidation,R500m50m.157,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__Pseudothioglobus;s__Pseudothioglobus sp002711905,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,63.66,1.07,1150772
K00192,"cdhA; anaerobic carbon-monoxide dehydrogenase, CODH/ACS complex subunit alpha [EC:1.2.7.4] [RN:R07157]",amaerobic CO oxidation,CO oxidation,R500m50m.158,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__CPC320;s__CPC320 sp002684375,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,90.32,2.13,3441175
K00192,"cdhA; anaerobic carbon-monoxide dehydrogenase, CODH/ACS complex subunit alpha [EC:1.2.7.4] [RN:R07157]",amaerobic CO oxidation,CO oxidation,R500m50m.206,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__GCA-002712045;s__GCA-002712045 sp002683355,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,80.71,1.42,2086089
K00192,"cdhA; anaerobic carbon-monoxide dehydrogenase, CODH/ACS complex subunit alpha [EC:1.2.7.4] [RN:R07157]",amaerobic CO oxidation,CO oxidation,R500m50m.230,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__CABZJG01;s__CABZJG01 sp902512685,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,66.51,1.11,1964478
K00192,"cdhA; anaerobic carbon-monoxide dehydrogenase, CODH/ACS complex subunit alpha [EC:1.2.7.4] [RN:R07157]",amaerobic CO oxidation,CO oxidation,R500m50m.275,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__Pseudothioglobus;s__Pseudothioglobus sp902509905,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,59.91,2.51,1077498
K00192,"cdhA; anaerobic carbon-monoxide dehydrogenase, CODH/ACS complex subunit alpha [EC:1.2.7.4] [RN:R07157]",amaerobic CO oxidation,CO oxidation,R500m50m.289,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__LGRT01;s__LGRT01 sp001642945,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,86.29,2.17,2439595
K00193,"cdhC; acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit beta [EC:2.3.1.169] [RN:R09096 R10219]",amaerobic CO oxidation,CO oxidation,R3000m1000m.189,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas distincta,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,69.98,0.86,4352940
K00193,acetyl-CoA decarbonylase/synthase complex [EC:2.3.1.-] [RN:R09096],Methanogenesis,C1-methane,R3000m1000m.189,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas distincta,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,69.98,0.86,4352940
K00193,"cdhC; acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit beta [EC:2.3.1.169] [RN:R09096 R10219]",amaerobic CO oxidation,CO oxidation,R3000m1000m.77,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__GCA-2731375;f__GCA-2731375;g__GCA-2731375;s__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,98.63,1.09,4584118
K00193,acetyl-CoA decarbonylase/synthase complex [EC:2.3.1.-] [RN:R09096],Methanogenesis,C1-methane,R3000m1000m.77,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__GCA-2731375;f__GCA-2731375;g__GCA-2731375;s__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,98.63,1.09,4584118
K00193,"cdhC; acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit beta [EC:2.3.1.169] [RN:R09096 R10219]",amaerobic CO oxidation,CO oxidation,R3000m150m.25,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145;s__UBA9145 sp012960305,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,85.12,1.42,2756055
K00193,acetyl-CoA decarbonylase/synthase complex [EC:2.3.1.-] [RN:R09096],Methanogenesis,C1-methane,R3000m150m.25,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145;s__UBA9145 sp012960305,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,85.12,1.42,2756055
K00193,"cdhC; acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit beta [EC:2.3.1.169] [RN:R09096 R10219]",amaerobic CO oxidation,CO oxidation,R3000m150m.313,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__UBA868;s__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,54.34,1.78,1451896
K00193,acetyl-CoA decarbonylase/synthase complex [EC:2.3.1.-] [RN:R09096],Methanogenesis,C1-methane,R3000m150m.313,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__UBA868;s__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,54.34,1.78,1451896
K00193,"cdhC; acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit beta [EC:2.3.1.169] [RN:R09096 R10219]",amaerobic CO oxidation,CO oxidation,R3000m2000m.134,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Casp-alpha2;g__Casp-alpha2;s__Casp-alpha2 sp002938075,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,90.59,3.92,2675982
K00193,acetyl-CoA decarbonylase/synthase complex [EC:2.3.1.-] [RN:R09096],Methanogenesis,C1-methane,R3000m2000m.134,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Casp-alpha2;g__Casp-alpha2;s__Casp-alpha2 sp002938075,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,90.59,3.92,2675982
K00193,"cdhC; acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit beta [EC:2.3.1.169] [RN:R09096 R10219]",amaerobic CO oxidation,CO oxidation,R3000m3000m.119,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145;s__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,75.19,0.12,2591050
K00193,acetyl-CoA decarbonylase/synthase complex [EC:2.3.1.-] [RN:R09096],Methanogenesis,C1-methane,R3000m3000m.119,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145;s__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,75.19,0.12,2591050
K00193,"cdhC; acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit beta [EC:2.3.1.169] [RN:R09096 R10219]",amaerobic CO oxidation,CO oxidation,R3000m3000m.18,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__UBA3077;s__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,98.1,1.55,2891558
K00193,acetyl-CoA decarbonylase/synthase complex [EC:2.3.1.-] [RN:R09096],Methanogenesis,C1-methane,R3000m3000m.18,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__UBA3077;s__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,98.1,1.55,2891558
K00193,"cdhC; acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit beta [EC:2.3.1.169] [RN:R09096 R10219]",amaerobic CO oxidation,CO oxidation,R3000m3000m.210,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__GCA-002726655;s__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,92.96,3.15,4132272
K00193,acetyl-CoA decarbonylase/synthase complex [EC:2.3.1.-] [RN:R09096],Methanogenesis,C1-methane,R3000m3000m.210,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__GCA-002726655;s__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,92.96,3.15,4132272
K00193,"cdhC; acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit beta [EC:2.3.1.169] [RN:R09096 R10219]",amaerobic CO oxidation,CO oxidation,R3000m3000m.23,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA7887;f__UBA7887;g__MarineAlpha9-Bin7;s__MarineAlpha9-Bin7 sp002937585,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,91.1,0.16,2265969
K00193,acetyl-CoA decarbonylase/synthase complex [EC:2.3.1.-] [RN:R09096],Methanogenesis,C1-methane,R3000m3000m.23,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA7887;f__UBA7887;g__MarineAlpha9-Bin7;s__MarineAlpha9-Bin7 sp002937585,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,91.1,0.16,2265969
K00193,"cdhC; acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit beta [EC:2.3.1.169] [RN:R09096 R10219]",amaerobic CO oxidation,CO oxidation,R3000m3000m.264,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__DUCF01;s__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,74.84,0.86,1134037
K00193,acetyl-CoA decarbonylase/synthase complex [EC:2.3.1.-] [RN:R09096],Methanogenesis,C1-methane,R3000m3000m.264,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__DUCF01;s__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,74.84,0.86,1134037
K00193,"cdhC; acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit beta [EC:2.3.1.169] [RN:R09096 R10219]",amaerobic CO oxidation,CO oxidation,R3000m3000m.65,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas marina,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,99.12,0.96,4119726
K00193,acetyl-CoA decarbonylase/synthase complex [EC:2.3.1.-] [RN:R09096],Methanogenesis,C1-methane,R3000m3000m.65,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas marina,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,99.12,0.96,4119726
K00193,"cdhC; acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit beta [EC:2.3.1.169] [RN:R09096 R10219]",amaerobic CO oxidation,CO oxidation,R3000m3000m.67,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,75.08,2.35,2866514
K00193,acetyl-CoA decarbonylase/synthase complex [EC:2.3.1.-] [RN:R09096],Methanogenesis,C1-methane,R3000m3000m.67,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,75.08,2.35,2866514
K00193,"cdhC; acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit beta [EC:2.3.1.169] [RN:R09096 R10219]",amaerobic CO oxidation,CO oxidation,R3000m50m.56,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__MPNO01;f__UBA2964;g__WLWZ01;s__WLWZ01 sp905182615,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,76.03,4.64,2500402
K00193,acetyl-CoA decarbonylase/synthase complex [EC:2.3.1.-] [RN:R09096],Methanogenesis,C1-methane,R3000m50m.56,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__MPNO01;f__UBA2964;g__WLWZ01;s__WLWZ01 sp905182615,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,76.03,4.64,2500402
K00193,"cdhC; acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit beta [EC:2.3.1.169] [RN:R09096 R10219]",amaerobic CO oxidation,CO oxidation,R3500m1000m.12,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__BACL14;s__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,91.22,0.98,1113490
K00193,acetyl-CoA decarbonylase/synthase complex [EC:2.3.1.-] [RN:R09096],Methanogenesis,C1-methane,R3500m1000m.12,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__BACL14;s__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,91.22,0.98,1113490
K00193,"cdhC; acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit beta [EC:2.3.1.169] [RN:R09096 R10219]",amaerobic CO oxidation,CO oxidation,R3500m1000m.173,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA7887;f__UBA7887;g__MarineAlpha9-Bin7;s__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,63.98,1.87,1577233
K00193,acetyl-CoA decarbonylase/synthase complex [EC:2.3.1.-] [RN:R09096],Methanogenesis,C1-methane,R3500m1000m.173,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA7887;f__UBA7887;g__MarineAlpha9-Bin7;s__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,63.98,1.87,1577233
K00193,"cdhC; acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit beta [EC:2.3.1.169] [RN:R09096 R10219]",amaerobic CO oxidation,CO oxidation,R3500m150m.150,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145;s__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,90.8,3.32,3223524
K00193,acetyl-CoA decarbonylase/synthase complex [EC:2.3.1.-] [RN:R09096],Methanogenesis,C1-methane,R3500m150m.150,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145;s__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,90.8,3.32,3223524
K00193,"cdhC; acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit beta [EC:2.3.1.169] [RN:R09096 R10219]",amaerobic CO oxidation,CO oxidation,R3500m150m.195,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__UBA9926 sp002697205,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,92.35,1.32,4530026
K00193,acetyl-CoA decarbonylase/synthase complex [EC:2.3.1.-] [RN:R09096],Methanogenesis,C1-methane,R3500m150m.195,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__UBA9926 sp002697205,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,92.35,1.32,4530026
K00193,"cdhC; acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit beta [EC:2.3.1.169] [RN:R09096 R10219]",amaerobic CO oxidation,CO oxidation,R3500m2000m.12,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9659;s__UBA9659 sp012961165,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,90.06,2.59,3494447
K00193,acetyl-CoA decarbonylase/synthase complex [EC:2.3.1.-] [RN:R09096],Methanogenesis,C1-methane,R3500m2000m.12,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9659;s__UBA9659 sp012961165,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,90.06,2.59,3494447
K00193,"cdhC; acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit beta [EC:2.3.1.169] [RN:R09096 R10219]",amaerobic CO oxidation,CO oxidation,R3500m2000m.44,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales_B;f__MED-G09;g__GCA-002731945;s__GCA-002731945 sp002731945,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,86.47,0,1484771
K00193,acetyl-CoA decarbonylase/synthase complex [EC:2.3.1.-] [RN:R09096],Methanogenesis,C1-methane,R3500m2000m.44,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales_B;f__MED-G09;g__GCA-002731945;s__GCA-002731945 sp002731945,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,86.47,0,1484771
K00193,"cdhC; acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit beta [EC:2.3.1.169] [RN:R09096 R10219]",amaerobic CO oxidation,CO oxidation,R3500m3000m.173,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-002705445;f__GCA-002716945;g__;s__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,81.94,0.57,1036372
K00193,acetyl-CoA decarbonylase/synthase complex [EC:2.3.1.-] [RN:R09096],Methanogenesis,C1-methane,R3500m3000m.173,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-002705445;f__GCA-002716945;g__;s__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,81.94,0.57,1036372
K00193,"cdhC; acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit beta [EC:2.3.1.169] [RN:R09096 R10219]",amaerobic CO oxidation,CO oxidation,R3500m3000m.36,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__BACL14;s__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,90.41,1.09,1046380
K00193,acetyl-CoA decarbonylase/synthase complex [EC:2.3.1.-] [RN:R09096],Methanogenesis,C1-methane,R3500m3000m.36,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__BACL14;s__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,90.41,1.09,1046380
K00193,"cdhC; acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit beta [EC:2.3.1.169] [RN:R09096 R10219]",amaerobic CO oxidation,CO oxidation,R4000m1000m.103,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__SZUA-1055;s__SZUA-1055 sp015659815,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,84.62,1.62,1293435
K00193,acetyl-CoA decarbonylase/synthase complex [EC:2.3.1.-] [RN:R09096],Methanogenesis,C1-methane,R4000m1000m.103,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__SZUA-1055;s__SZUA-1055 sp015659815,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,84.62,1.62,1293435
K00193,"cdhC; acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit beta [EC:2.3.1.169] [RN:R09096 R10219]",amaerobic CO oxidation,CO oxidation,R4000m1000m.19,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__GCA-2726415;s__GCA-2726415 sp018698075,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,52.73,2.03,1479962
K00193,acetyl-CoA decarbonylase/synthase complex [EC:2.3.1.-] [RN:R09096],Methanogenesis,C1-methane,R4000m1000m.19,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__GCA-2726415;s__GCA-2726415 sp018698075,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,52.73,2.03,1479962
K00193,"cdhC; acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit beta [EC:2.3.1.169] [RN:R09096 R10219]",amaerobic CO oxidation,CO oxidation,R4000m1000m.202,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__GCA-2731375;f__GCA-2731375;g__GCA-2731375;s__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,78,4.81,2819004
K00193,acetyl-CoA decarbonylase/synthase complex [EC:2.3.1.-] [RN:R09096],Methanogenesis,C1-methane,R4000m1000m.202,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__GCA-2731375;f__GCA-2731375;g__GCA-2731375;s__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,78,4.81,2819004
K00193,"cdhC; acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit beta [EC:2.3.1.169] [RN:R09096 R10219]",amaerobic CO oxidation,CO oxidation,R4000m1000m.232,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145;s__UBA9145 sp002731775,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,92.04,0.56,3299421
K00193,acetyl-CoA decarbonylase/synthase complex [EC:2.3.1.-] [RN:R09096],Methanogenesis,C1-methane,R4000m1000m.232,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145;s__UBA9145 sp002731775,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,92.04,0.56,3299421
K00193,"cdhC; acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit beta [EC:2.3.1.169] [RN:R09096 R10219]",amaerobic CO oxidation,CO oxidation,R4000m1000m.46,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Casp-alpha2;g__PTLJ01;s__PTLJ01 sp002938045,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,52.54,0.75,1759412
K00193,acetyl-CoA decarbonylase/synthase complex [EC:2.3.1.-] [RN:R09096],Methanogenesis,C1-methane,R4000m1000m.46,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Casp-alpha2;g__PTLJ01;s__PTLJ01 sp002938045,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,52.54,0.75,1759412
K00193,"cdhC; acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit beta [EC:2.3.1.169] [RN:R09096 R10219]",amaerobic CO oxidation,CO oxidation,R4000m150m.140,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__Pseudothioglobus;s__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,50.18,3.57,885740
K00193,acetyl-CoA decarbonylase/synthase complex [EC:2.3.1.-] [RN:R09096],Methanogenesis,C1-methane,R4000m150m.140,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__Pseudothioglobus;s__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,50.18,3.57,885740
