genome,gtdb_classification,checkm_ompleteness,checkm_contamination,genome_size_bp,pathway_found,site_generated,previously_reported,3000m1000m,3000m150m,3000m2000m,3000m3000m,3000m500m,3000m50m,3500m1000m,3500m150m,3500m2000m,3500m3000m,3500m500m,3500m50m,4000m1000m,4000m150m,4000m2000m,4000m3000m,4000m500m,4000m50m,4500m1000m,4500m150m,4500m2000m,4500m3000m,4500m4000m,4500m500m,4500m50m,500m150m,500m500m,500m50m
R4000m150m.209,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-P;s__,56.65,3.6,1149014,3HP/4HB,"OC5,150m",no,0.04885305,10.407592,0.03259442,0.010212967,0.17661572,0.023076767,0.051342227,18.244358,0.02067577,0.007054194,0.14880309,0.008309804,0.041038327,15.552555,0.016209032,0.005738881,0.09690791,0.007225956,0.042894643,10.580678,0.022589035,0.011304162,0.012367803,0.21557176,0.012834408,8.38547,0.14473131,0.98120165
R4000m150m.21,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__Pseudothioglobus;s__Pseudothioglobus singularis,66.69,2.21,1208246,"3HP bicycle, CBB","OC5,150m",no,0.50409925,55.501244,0.47622484,0.3915284,0.7891214,170.63417,0.64060086,41.00277,0.40898323,0.49196234,0.72047114,111.77111,0.38210094,46.75791,0.22821203,0.19526173,0.40706232,7.5840173,0.3062153,34.964516,0.30517787,0.22986266,0.1989436,0.5564167,4.0175147,14.740265,1.5589696,109.928894
R4000m150m.228,d__Bacteria;p__Myxococcota;c__XYA12-FULL-58-9;o__XYA12-FULL-58-9;f__JABJBS01;g__;s__,91.77,3.87,4271361,3HP/4HB,"OC5,150m",no,0.41129342,0.100070424,1.914397,0.38925022,2.9475799,0.017360117,0.24808003,0.18958199,0.3219729,0.38134298,1.6068494,0.016748697,0.2637918,14.831622,0.08630391,0.28047523,0.39090705,0.008144977,0.13885762,1.9172536,0.12606418,1.2611932,0.04195173,0.4154704,0.039509345,0.13331218,0.63738865,0.041250307
R4000m2000m.11,d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__SMWR01;g__;s__,83.12,1.45,4618881,3HP bi-cycle,"OC5,2000m",no,2.29745,0.030075103,10.1005,0.7815111,0.2045014,0.005616213,1.2207018,0.017091975,5.313172,1.3536383,0.4629709,0.006540164,2.1206648,0.009263082,10.138079,1.5844738,0.04731119,0.003651807,1.7929366,0.014835073,12.739894,2.745265,0.23391497,0.15699963,0.010304884,0.018911816,0.09921924,0.008237891
R4000m2000m.12,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__TK06;g__UBA2110;s__UBA2110 sp002719335,98.29,2.14,2668357,3HP bi-cycle,"OC5,2000m",no,43.650394,1.5419035,44.22921,1.221991,26.947056,0.013015821,32.42195,1.0381501,26.129929,2.4475133,22.721474,0.003895218,42.107853,0.25418,23.38115,1.4928643,5.304678,0.002381269,29.947742,0.35718355,25.690956,1.826286,0.41453096,9.033325,0.006741217,1.1412684,8.570047,0.18637845
R4000m2000m.122,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA828;f__UBA828;g__PTKB01;s__PTKB01 sp002937555,80.47,2.2,2616967,3HP bi-cycle,"OC5,2000m",no,7.6146736,0.07425479,6.2709417,1.6814319,0.8020416,0.007291421,3.3958273,0.060511045,4.0999737,2.3654556,0.5204456,0.002939264,6.6667724,0.031406097,8.5003195,2.5600634,0.2758721,0.002614011,4.843754,0.06746163,6.560696,3.9698896,0.84800375,0.5771579,0.011151304,0.06307631,0.12190515,0.01003969
R4000m2000m.174,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA7887;f__UBA7887;g__MarineAlpha9-Bin7;s__MarineAlpha9-Bin7 sp002938115,85.79,2.9,2167120,3HP bi-cycle,"OC5,2000m",no,5.6540403,0.21760163,11.216588,0.9390361,3.010569,0.019803487,3.2225497,0.11037473,9.517486,2.7247834,2.4537916,0.012231956,4.4792633,0.056412365,13.044799,2.8960712,1.5752319,0.009472969,3.9976451,0.11376214,17.89265,4.8686695,0.0974554,2.8573298,0.019955602,0.19577548,0.75549823,0.018324167
R4000m3000m.131,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__DUCF01;s__,83.13,1.5,1399974,CBB,"OC5,3000m",no,0.9505131,0.27708483,7.4642944,195.12018,0.3029305,0.056866452,1.0162811,0.15404008,2.6458704,123.44082,0.31441632,0.04273389,1.1952361,0.10625891,1.9572705,36.857586,0.1465944,0.02078677,0.60707945,0.053426076,3.1228588,41.048595,203.83125,0.23192059,0.019365018,0.16311374,0.22603534,0.09187219
R4000m3000m.146,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__Thalassarchaeum;s__Thalassarchaeum betae,76.27,0,1203292,3HP/4HB,"OC5,3000m",no,5.7601786,0.68160003,27.055128,62.763985,1.9936675,0.044480197,4.9625635,0.83262783,18.15989,148.5546,3.002834,0.07390167,5.293895,0.7283164,18.086298,145.74371,1.1645439,0.049925797,5.277211,0.93396187,40.173763,239.95692,223.36023,3.0317807,0.08775687,0.6305855,1.0022413,0.11396977
R4000m3000m.162,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__GCA-2726415;s__,92.68,2.87,2649836,CBB,"OC5,3000m",no,3.9049845,4.878233,14.999057,21.181995,5.418732,0.09358774,4.068922,2.5370815,8.255246,13.475494,1.6043468,0.08570357,3.7179296,0.5676736,8.9998455,11.851081,2.1609886,0.021050533,2.515803,0.49272603,13.003493,22.62981,9.561541,2.9511719,0.061584637,2.0947661,1.5383666,0.92479914
R4000m3000m.189,d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__UBA4427;g__;s__,88.39,1.2,3590894,3HP bi-cycle,"OC5,3000m",no,8.076648,0.059156887,26.220268,10.09149,0.7078371,0.008542837,3.7891428,0.045687687,15.308059,18.554415,0.8740384,0.014557436,8.047939,0.019164141,27.198084,24.190624,0.17722788,0.006644898,7.987947,0.024196114,36.157066,39.646908,1.1962281,0.72594315,0.01837697,0.037011076,0.11515946,0.017122004
R4000m3000m.213,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__DUCF01;s__,90.01,2.51,1472825,"3HP bicycle, CBB","OC5,3000m",no,1.2454593,0.55752915,5.8662295,729.4777,0.34690216,0.11671382,0.8014177,0.29006737,1.3004497,235.95995,0.3797088,0.10174199,6.6168203,0.18605304,0.8263356,21.518929,0.19429675,0.034976996,0.37093648,0.12618777,1.2213622,21.133776,57.477955,0.2851381,0.047189206,0.293938,0.2715902,0.19613281
R4000m3000m.35,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__MedAcidi-G1;g__S20-B6;s__,93.3,2.14,2286404,3HP bi-cycle,"OC5,3000m",no,1.299945,0.7849553,5.511275,33.495926,1.513164,0.20644334,0.95912445,0.45346254,2.88795,16.25628,0.67650294,0.26970136,1.4500171,0.16337296,4.252781,17.877186,0.47348374,0.10712657,0.9529623,0.27080187,4.9173756,28.466131,29.253878,0.5165152,0.57785594,0.55543894,0.590653,0.2343049
R4000m3000m.74,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__Pseudothioglobus;s__,86.29,1.49,1422472,CBB,"OC5,3000m","Jaffe et al., 2024",150.59879,70.53415,189.34715,424.08322,54.831455,0.5391771,235.75706,44.24019,128.14545,342.1664,43.841553,0.36360767,139.27106,21.52701,87.53743,104.62129,29.535273,0.1376001,121.46271,7.611029,106.9639,106.06335,30.592737,42.02282,0.09106028,49.56925,40.509914,22.254835
R4000m500m.140,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__CAJJAM01;s__CAJJAM01 sp015660645,62.81,3.55,1307755,3HP bi-cycle,"OC5,500m",no,4.3382945,50.355183,1.3867841,0.037112474,25.830673,0.22563803,8.567884,40.293255,0.79723346,0.056856513,9.006547,0.15027346,5.6060576,16.018585,0.5348431,0.03547451,16.173615,0.13521902,3.9639244,3.8428833,0.513439,0.052452803,0.046094432,27.426342,0.13859841,39.707962,12.832263,12.853107
R4000m500m.62,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__AG-422-B15;g__CACPJE01;s__,77.4,2.74,1021921,3HP bi-cycle,"OC5,500m",no,0.3872363,14.956881,0.3765011,0.15755503,32.715797,1.2597541,1.1357638,12.509196,0.37736627,0.2706281,51.38884,1.0625862,0.7917056,3.0050733,0.30290106,0.20720185,20.711193,0.7144889,0.4624369,0.9192331,0.37403637,0.28233507,0.21588175,25.479607,1.0551729,19.16382,31.807522,4.1202893
R4000m50m.111,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Planktomarina;s__Planktomarina sp002698165,62.91,2.93,1703365,3HP bi-cycle,"OC5,50m",no,0.026491215,0.19487078,0.012110655,0.026207248,0.019230098,62.70193,0.012383584,0.07230882,0.027765086,0.01907922,0.016050637,38.93855,0.018766426,0.08636186,0.028019,0.01981766,0.011341549,13.368522,0.010114905,0.27871007,0.026172902,0.023861904,0.055535078,0.013838383,22.348923,0.03410009,0.022985468,4.1642365
R4000m50m.115,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145;s__UBA9145 sp002172295,73.07,3.78,2157896,3HP bi-cycle,"OC5,50m",no,0.015624879,0.029709026,0.009511742,0.006589329,0.012219023,19.709429,0.012807856,0.024318635,0.010733402,0.008687471,0.012157626,6.4463277,0.014689417,0.031179175,0.021968618,0.020173594,0.007486599,11.708406,0.024747932,1.0225575,0.04376513,0.049069952,0.14038847,0.02088909,44.015003,0.012383394,0.007967141,0.21112779
R4000m50m.116,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp003209155,50.66,2.24,1380169,CBB,"OC5,50m",no,0.059450854,0.10676295,0.053302232,0.07825239,0.05557346,0.926714,0.040308826,0.22170006,0.13616912,0.094353475,0.051222105,7.2489853,0.09134893,0.13766533,0.18922944,0.2617427,0.038532794,10.409694,0.15218072,0.20711339,0.16407605,0.3257603,0.11017245,0.062326483,17.299128,0.024660472,0.013976214,0.02065416
R4000m50m.160,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O2;s__MGIIb-O2 sp902511005,72.8,2,1157070,3HP/4HB,"OC5,50m",no,0.007801982,1.1159909,0.019080935,0.009937987,0.013169379,61.7146,0.020527907,0.671724,0.022791117,0.105657145,0.015425523,95.28729,0.006009611,2.5568063,0.025245138,0.04770322,0.003726083,11.834522,0.014873412,2.5412872,0.03500733,0.026207134,0.061831947,0.010813413,3.8164184,0.13933852,0.1564725,39.52306
R4000m50m.179,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp003210315,70.87,1.64,1400605,CBB,"OC5,50m",no,1.1937649,3.653901,2.061588,2.9224656,1.0131279,16.231632,1.208184,2.2630708,2.1538806,2.8596332,0.96733856,25.36664,1.0548227,1.1073,1.093623,1.8570517,0.22723253,8.696427,0.6280468,0.35045055,0.7155332,1.6302409,0.646898,0.27329084,15.518804,1.5388917,1.1559398,10.073375
R4000m50m.216,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O5;s__MGIIb-O5 sp002506825,63.12,1.93,1055614,3HP/4HB,"OC5,50m",no,0.002284819,0.021484908,0.003858741,0.003246335,0.004214678,12.30308,0.004533558,0.022206534,0.005537981,0.005988509,0.003549613,14.876635,0.002787031,0.049084123,0.016451089,0.036660478,0.002324801,11.780077,0.034074333,0.4074302,0.055353478,0.048281558,0.10205234,0.015603668,12.1658325,0.003812908,0.003224882,0.4258599
R4000m50m.42,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__MED-G52;s__,84.29,4.51,1917394,3HP bi-cycle,"OC5,50m",no,0.14694211,0.2235236,0.045785736,0.047064688,0.06580566,135.49661,0.038668044,0.1125172,0.10914459,0.052008756,0.040482085,135.5836,0.0594109,0.072009355,0.11683816,0.056570154,0.028176663,17.234573,0.026306806,0.101694144,0.048045773,0.054526944,0.08387414,0.031092547,26.28447,0.08763533,0.0606657,11.665186
R4000m50m.47,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O2;s__MGIIb-O2 sp902593945,70.4,0.19,1253746,3HP/4HB,"OC5,50m",no,0.003834423,0.055080146,0.008340899,0.005483055,0.011573543,12.393216,0.008680965,0.046817597,0.007717311,0.01250004,0.009304553,17.712662,0.004372389,0.38124517,0.026319956,0.05146624,0.004754458,15.89641,0.039903197,1.2600073,0.07004707,0.065966286,0.12967005,0.018101027,5.9309845,0.013615553,0.0066228,0.4204432
R4000m50m.71,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L2;s__MGIIa-L2 sp002171315,74.7,0.8,1755983,3HP/4HB,"OC5,50m",no,0.002420035,0.020582989,0.003017831,0.005606933,0.005701565,7.884008,0.002879922,0.012185573,0.004329981,0.006104327,0.003302303,14.183623,0.004780059,0.009868826,0.006628841,0.022914162,0.00258564,30.23613,0.009523189,0.015932184,0.004430383,0.007181052,0.0428982,0.0089704,37.08238,0.011081728,0.004335751,0.22290862
R4500m1000m.103,d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA1149;f__UBA1149;g__;s__,93.28,2.1,2027276,3HP bi-cycle,"OC6,1000m",no,13.660733,0.11199545,7.128595,0.19702865,2.6091425,0.022247884,7.63733,0.15109318,8.450829,0.69733506,1.7343528,0.04696249,14.167998,0.020295667,12.651297,0.6796239,1.196628,0.008710619,14.672341,0.028811164,15.825499,1.1306019,0.068445355,4.011965,0.037604623,0.42607877,0.42184946,0.13209699
R4500m1000m.198,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__JAAXGF01;f__JAAXGF01;g__;s__,62.26,1.74,1946188,3HP bi-cycle,"OC6,1000m",no,3.6352575,0.21294758,2.4293125,0.16513151,2.550327,0.00557558,2.5705547,0.15283523,1.5938387,0.2998699,1.5500389,0.002706539,3.7069182,0.03379587,2.1043496,0.26500118,1.4074543,0.001658707,4.992583,0.023702871,2.486306,0.516249,0.21334758,3.0496867,0.007884291,0.31135964,0.52507734,0.015947387
R4500m150m.132,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145;s__UBA9145 sp002712055,84.38,0.32,1955082,3HP bi-cycle,"OC6,150m",no,0.3202452,38.20718,0.21373649,0.08495835,0.8819636,0.09142295,0.18722233,59.12763,0.12041,0.07869023,0.64902055,0.020952722,0.28797984,22.111843,0.109007336,0.050673205,0.3256786,0.013624053,0.15541007,34.46099,0.08115078,0.06376647,0.054552272,0.43463758,0.03322203,26.10169,0.76354355,3.1841214
R4500m150m.139,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__TK06;g__UBA2110;s__UBA2110 sp014239555,98.29,2.14,2467736,3HP bi-cycle,"OC6,150m",no,0.3460107,52.94401,0.18575983,0.09364427,2.4939651,1.1337835,0.3392329,52.548027,0.096971184,0.12318981,1.0711814,0.17548966,0.3411132,25.435335,0.10073709,0.08070445,0.83489305,0.05248765,0.2573562,77.40722,0.13118051,0.10778153,0.10679788,2.0395935,0.19504714,17.672508,1.7864599,11.181289
R4500m150m.161,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,85.41,1.96,1073987,DC/4HB,"OC6,150m",no,0.05630463,1.8490961,0.058569837,0.021113282,0.29804972,0.029476311,0.041204214,3.7824945,0.049715202,0.041137394,0.14418851,0.01637191,0.07294096,4.442089,0.060307164,0.06977081,0.2409165,0.013737284,0.0649149,11.519542,0.1171874,0.20455581,0.1943409,0.5054482,0.0219934,1.0471426,0.079872124,0.49350458
R4500m150m.194,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__SP79;g__SP79;s__,67.6,0.27,1626374,3HP/4HB,"OC6,150m",no,0.055511907,0.14622289,0.051288757,0.00653689,0.03049762,0.013575685,0.045415122,0.42202926,0.03306518,0.014909849,0.037058108,0.012781055,0.044012718,3.3919487,0.031287786,0.009418861,0.019357484,0.015474253,0.051274724,8.855683,0.054398403,0.017849855,0.011002382,0.053350586,0.030063953,0.03858487,0.018624716,0.05659926
R4500m150m.240,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6522;f__UBA6522;g__UBA6522;s__,83.67,1.86,2448639,3HP bi-cycle,"OC6,150m",no,0.7103216,6.128458,0.20211408,0.032901958,2.185385,0.05333084,0.26960814,13.367366,0.27321735,0.042956576,0.35830945,0.022871139,0.7500309,4.253217,0.47346938,0.069541164,0.60400915,0.018060481,0.6878912,37.02213,0.65278906,0.096428156,0.061844684,2.1825616,0.08788805,3.6588676,0.15753056,0.6482714
R4500m150m.308,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA828;f__UBA828;g__PTKB01;s__,57.76,3.45,1756552,3HP bi-cycle,"OC6,150m",no,0.22210276,5.217893,0.08667757,0.034682825,1.3173841,0.4115296,0.13103573,7.69074,0.06243616,0.045900337,0.39743415,0.07301262,0.20566484,9.833013,0.09064949,0.054990645,0.73266214,0.019295232,0.17904204,38.36426,0.10182809,0.08046167,0.06402021,1.4109788,0.08503809,2.0812442,0.20218417,1.7283499
R4500m150m.319,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2979;f__UBA2979;g__UBA6627;s__,88.61,0.99,1848185,3HP bi-cycle,"OC6,150m",no,0.002589491,0.70107174,0.002034173,0.002731992,0.015329723,0.042295028,0.002730361,2.1013763,0.002290892,0.001745908,0.003736569,0.007552547,0.003463533,3.5919738,0.003374878,0.002562297,0.007404063,0.002520961,0.003276977,25.20752,0.00720391,0.006236318,0.018247185,0.033487167,0.009074913,0.2600326,0.003232377,0.17469685
R4500m150m.330,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA7887;f__UBA7887;g__GCA-2728255;s__,72.25,1.71,1860372,3HP bi-cycle,"OC6,150m",no,0.2211276,10.496399,0.041924577,0.017057532,1.9917463,0.047447305,0.15608047,14.522218,0.041111413,0.028823078,1.1493143,0.022044653,0.20929684,9.402926,0.039939873,0.025834596,1.5194981,0.012730309,0.19430093,14.981056,0.05379156,0.048723068,0.07071756,3.4761508,0.022238052,7.0086255,0.8882803,1.3363608
R4500m150m.352,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ga0077536;f__Ga0077536;g__UBA11873;s__,57.33,2.34,2282605,CBB,"OC6,150m",no,0.003740859,2.7747855,0.004165809,0.004831673,0.005441123,0.6823858,0.002591319,2.3419104,0.002645421,0.002478955,0.002383699,0.059456535,0.003021356,1.8092985,0.004318866,0.001629979,0.003203544,0.011498633,0.002143249,7.394275,0.004086276,0.003353363,0.010674627,0.009551906,0.025371715,0.348261,0.018723715,3.5876348
R4500m150m.41,d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__UBA6930;g__UBA6930;s__,89.03,0.12,2458817,3HP bi-cycle,"OC6,150m",no,0.043866795,0.7093928,0.06127678,0.050192803,0.04462063,0.058666095,0.0343529,1.6137162,0.041708495,0.055244066,0.03044993,0.031374276,0.046328995,3.6719494,0.0455103,0.040871445,0.022878954,0.015231288,0.042819668,17.428043,0.060075864,0.063520335,0.06259885,0.060177438,0.04466509,0.24720423,0.021744939,0.25254184
R4500m150m.60,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__,69.07,0.06,1092209,3HP/4HB,"OC6,150m",no,0.056951117,6.019421,0.04626831,0.021279205,6.9724402,0.007529436,0.07185948,14.622463,0.038593005,0.03448638,6.909713,0.010648429,0.054542888,10.804698,0.03185981,0.022682147,5.657182,0.011163151,0.06007011,11.955855,0.03967262,0.03726532,0.0442438,10.429318,0.021524487,5.4544578,6.20033,0.39295408
R4500m150m.66,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__JAHDSF01;g__;s__,53.42,0.5,1895376,3HP bi-cycle,"OC6,150m",no,0.65523636,0.97134554,0.49236658,0.048853286,1.3896722,0.009547205,0.30036992,2.4838512,0.43417972,0.092471115,0.3059144,0.005497062,0.6398011,4.1336637,0.5497759,0.11190801,0.71343327,0.00316102,0.76393205,8.190909,0.992414,0.20360379,0.19931045,2.11502,0.01151064,0.9075981,0.1311865,0.113065995
R4500m150m.83,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__;s__,62.5,1.2,1492118,3HP/4HB,"OC6,150m",no,0.006812934,1.4677284,0.007182515,0.008601789,0.008785885,0.028788414,0.006767083,0.8849985,0.004826088,0.007177652,0.010568487,0.01655681,0.005629163,4.152411,0.005889676,0.002826044,0.005959146,0.01669853,0.005081044,9.100572,0.005568724,0.004605174,0.014300422,0.015111138,0.0317527,0.14264506,0.007713961,0.590357
R4500m2000m.161,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__JAAXGF01;f__JAAXGF01;g__;s__,60.27,0.76,1893911,3HP bi-cycle,"OC6,2000m",no,2.594046,0.15130696,4.6846895,0.27322397,1.6288757,0.010434598,1.802131,0.11807985,2.7365043,0.58955055,0.955575,0.009662367,2.631714,0.058233656,3.8642895,0.52454597,0.8937893,0.003839392,2.3655195,0.071311355,6.5391626,1.0226977,0.2508728,1.902107,0.016767558,0.20013492,0.33188057,0.014843676
R4500m2000m.188,d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__UBA8110;s__,72.62,0.89,2659688,3HP bi-cycle,"OC6,2000m",no,5.500595,0.06740905,5.3298483,1.6868153,0.26665646,0.013904031,3.038576,0.09059454,5.3817444,4.4626074,0.45548338,0.01451434,4.4778967,0.038284376,6.5992436,4.349391,0.11745943,0.010628891,4.384101,0.04411977,10.591774,6.70108,0.47264615,0.23168235,0.038541146,0.059921846,0.11522891,0.021882528
R4500m2000m.222,d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA2386;f__UBA2386;g__;s__,84.02,1.24,3931777,3HP/4HB,"OC6,2000m",no,0.8317539,0.021445809,7.72424,2.4583848,0.27916485,0.007911626,0.42033967,0.022202289,5.129855,5.54746,0.24942604,0.009393699,0.86202675,0.010129499,6.5944686,5.8140273,0.11128628,0.006177482,0.7129081,0.01776942,9.871574,11.201599,0.26498386,0.28957835,0.020165812,0.02177222,0.0524442,0.007510875
R4500m2000m.38,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SHVP01;f__SHVP01;g__;s__,86.68,2.21,2074034,3HP bi-cycle,"OC6,2000m",no,3.461112,0.278453,5.9473786,0.3031571,2.0002582,0.011712545,1.6590772,0.10578615,4.035538,0.64891976,0.76898193,0.009175449,3.134271,0.013012446,6.6001153,1.0238705,0.9073527,0.006708026,2.9441302,0.027771197,10.768934,2.2229936,0.077846244,2.5924108,0.019834934,0.2916431,0.21000715,0.01420087
R4500m2000m.74,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145;s__,87.1,3.99,2499610,3HP bi-cycle,"OC6,2000m","Jaffe et al., 2024",53.61052,5.2916346,37.601864,0.5558495,34.074306,0.0382924,25.446712,2.8558197,24.387531,1.0110625,22.908525,0.03335282,42.858055,0.6711408,23.427498,0.549859,10.182848,0.010055756,21.208517,0.72545904,15.03141,0.76303613,0.19434465,12.173561,0.027259683,4.1941547,9.755054,0.44438228
R4500m3000m.10,d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__;g__;s__,88.06,0.65,2758818,3HP bi-cycle,"OC6,3000m",no,1.089323,0.0346969,5.7835875,13.282816,0.39255926,0.010139918,0.58586484,0.034007832,2.5893068,7.4883776,0.0699633,0.010446742,1.2520263,0.021027766,3.7540429,8.255246,0.096447684,0.005988592,0.810678,0.032439128,5.842857,13.406683,18.886267,0.12705286,0.017911328,0.019046651,0.0323902,0.01229946
R4500m3000m.119,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Casp-alpha2;g__Casp-alpha2;s__Casp-alpha2 sp002938315,97.1,0.75,2442953,3HP bi-cycle,"OC6,3000m",no,0.3123863,0.023342159,4.463174,16.995369,0.04178062,0.0553818,0.1710051,0.019374872,2.4248857,17.641127,0.024523048,0.033979286,0.24457383,0.013488278,2.4384508,13.853822,0.021106565,0.024766697,0.21747981,0.038833175,5.112594,23.683096,61.896587,0.048486575,0.092226766,0.011299588,0.012951171,0.013791698
R4500m3000m.127,d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__UBA1135;g__UBA1135;s__UBA1135 sp002311925,53.61,1.08,1103008,3HP/4HB,"OC6,3000m",no,4.1373944,0.022534985,4.250363,1.846575,2.3795204,0.003472348,2.0549827,0.04773859,5.333953,2.7948368,0.89790994,0.008785746,3.780364,0.01657231,7.685636,4.0961723,1.0456306,0.006785475,3.7189486,0.019273343,10.755034,7.6249743,6.848902,3.1876879,0.014798,0.3481091,0.22051126,0.00417311
R4500m3000m.133,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__UBA2165;g__GCA-2687515;s__,96.02,3.54,5069799,3HP bi-cycle,"OC6,3000m",no,2.2839572,0.15464509,7.887697,5.3356004,0.5498363,0.009703265,1.2642895,0.1688736,4.8119044,8.516016,0.3874935,0.007602784,2.004958,0.07956999,5.1975517,9.198776,0.32017657,0.005322773,2.1483178,0.09114334,12.040059,19.190693,26.802341,0.6753533,0.024265902,0.12261739,0.12718022,0.025658114
R4500m3000m.151,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__JAAXGF01;f__JAAXGF01;g__;s__,96.66,2.8,3430894,3HP bi-cycle,"OC6,3000m",no,0.03887943,0.021527207,0.81862706,15.950538,0.029056976,0.019877303,0.02774258,0.018099615,0.18941744,8.274571,0.017328154,0.014311254,0.03508394,0.012529703,0.27689087,6.124765,0.014022997,0.007388313,0.033346962,0.030065877,0.7245501,11.910384,60.49293,0.03083823,0.024937266,0.012752879,0.01023523,0.01218944
R4500m3000m.168,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__JAAXGF01;f__JAAXGF01;g__;s__,87.07,3.82,3331992,3HP bi-cycle,"OC6,3000m",no,0.103624105,0.01770164,4.4459085,4.5197988,0.04536151,0.016252652,0.062096033,0.01512327,1.642047,4.6990004,0.029445678,0.01093795,0.088648036,0.010061795,2.66372,5.2495975,0.024465948,0.006075307,0.07999989,0.024787707,5.366529,10.793788,1.871932,0.051735222,0.028145736,0.010789516,0.012456392,0.009437638
